"well_ID","time_min","treatment","enzyme","absorbance","substrate"
"G9",16.5,"A","HRP",0.0475,"DMP"
"G10",16.5,"B","HRP",0.0466,"DMP"
"H7",16.5,"A_H2O2","HRP",0.055,"DMP"
"H8",16.5,"B_H2O2","HRP",0.0528,"DMP"
"H9",16.5,"A","HRP",0.0471,"DMP"
"H10",16.5,"B","HRP",0.0477,"DMP"
"A7",17,"A_H2O2","MnP",0.3118,"DMP"
"A8",17,"B_H2O2","MnP",0.0449,"DMP"
"A9",17,"A","MnP",0.0465,"DMP"
"A10",17,"B","MnP",0.0459,"DMP"
"B7",17,"A_H2O2","MnP",0.3004,"DMP"
"B8",17,"B_H2O2","MnP",0.0455,"DMP"
"B9",17,"A","MnP",0.0478,"DMP"
"B10",17,"B","MnP",0.0448,"DMP"
"C7",17,"A_H2O2","MnP",0.2988,"DMP"
"C8",17,"B_H2O2","MnP",0.0448,"DMP"
"C9",17,"A","MnP",0.0482,"DMP"
"C10",17,"B","MnP",0.0463,"DMP"
"D7",17,"A_H2O2","MnP",0.3629,"DMP"
"D8",17,"B_H2O2","MnP",0.0447,"DMP"
"D9",17,"A","MnP",0.0478,"DMP"
"D10",17,"B","MnP",0.0446,"DMP"
"E7",17,"A_H2O2","HRP",0.0528,"DMP"
"E8",17,"B_H2O2","HRP",0.0519,"DMP"
"E9",17,"A","HRP",0.047,"DMP"
"E10",17,"B","HRP",0.0466,"DMP"
"F7",17,"A_H2O2","HRP",0.0525,"DMP"
"F8",17,"B_H2O2","HRP",0.0518,"DMP"
"F9",17,"A","HRP",0.047,"DMP"
"F10",17,"B","HRP",0.0464,"DMP"
"G7",17,"A_H2O2","HRP",0.0537,"DMP"
"G8",17,"B_H2O2","HRP",0.052,"DMP"
"G9",17,"A","HRP",0.0474,"DMP"
"G10",17,"B","HRP",0.0466,"DMP"
"H7",17,"A_H2O2","HRP",0.0551,"DMP"
"H8",17,"B_H2O2","HRP",0.0532,"DMP"
"H9",17,"A","HRP",0.0471,"DMP"
"H10",17,"B","HRP",0.0477,"DMP"
"A7",17.5,"A_H2O2","MnP",0.3169,"DMP"
"A8",17.5,"B_H2O2","MnP",0.0449,"DMP"
"A9",17.5,"A","MnP",0.0463,"DMP"
"A10",17.5,"B","MnP",0.0459,"DMP"
"B7",17.5,"A_H2O2","MnP",0.3047,"DMP"
"B8",17.5,"B_H2O2","MnP",0.0454,"DMP"
"B9",17.5,"A","MnP",0.0476,"DMP"
"B10",17.5,"B","MnP",0.0451,"DMP"
"C7",17.5,"A_H2O2","MnP",0.3028,"DMP"
"C8",17.5,"B_H2O2","MnP",0.0449,"DMP"
"C9",17.5,"A","MnP",0.0482,"DMP"
"C10",17.5,"B","MnP",0.0462,"DMP"
"D7",17.5,"A_H2O2","MnP",0.369,"DMP"
"D8",17.5,"B_H2O2","MnP",0.0447,"DMP"
"D9",17.5,"A","MnP",0.0478,"DMP"
"D10",17.5,"B","MnP",0.045,"DMP"
"E7",17.5,"A_H2O2","HRP",0.053,"DMP"
"E8",17.5,"B_H2O2","HRP",0.052,"DMP"
"E9",17.5,"A","HRP",0.047,"DMP"
"E10",17.5,"B","HRP",0.0466,"DMP"
"F7",17.5,"A_H2O2","HRP",0.0527,"DMP"
"F8",17.5,"B_H2O2","HRP",0.052,"DMP"
"F9",17.5,"A","HRP",0.047,"DMP"
"F10",17.5,"B","HRP",0.0463,"DMP"
"G7",17.5,"A_H2O2","HRP",0.0538,"DMP"
"G8",17.5,"B_H2O2","HRP",0.0522,"DMP"
"G9",17.5,"A","HRP",0.0475,"DMP"
"G10",17.5,"B","HRP",0.0466,"DMP"
"H7",17.5,"A_H2O2","HRP",0.0553,"DMP"
"H8",17.5,"B_H2O2","HRP",0.0534,"DMP"
"H9",17.5,"A","HRP",0.0472,"DMP"
"H10",17.5,"B","HRP",0.0476,"DMP"
"A7",18,"A_H2O2","MnP",0.3212,"DMP"
"A8",18,"B_H2O2","MnP",0.0449,"DMP"
"A9",18,"A","MnP",0.0463,"DMP"
"A10",18,"B","MnP",0.0459,"DMP"
"B7",18,"A_H2O2","MnP",0.3102,"DMP"
"B8",18,"B_H2O2","MnP",0.0454,"DMP"
"B9",18,"A","MnP",0.0477,"DMP"
"B10",18,"B","MnP",0.0449,"DMP"
"C7",18,"A_H2O2","MnP",0.3066,"DMP"
"C8",18,"B_H2O2","MnP",0.0448,"DMP"
"C9",18,"A","MnP",0.0481,"DMP"
"C10",18,"B","MnP",0.0462,"DMP"
"D7",18,"A_H2O2","MnP",0.3752,"DMP"
"D8",18,"B_H2O2","MnP",0.0447,"DMP"
"D9",18,"A","MnP",0.0478,"DMP"
"D10",18,"B","MnP",0.0448,"DMP"
"E7",18,"A_H2O2","HRP",0.0532,"DMP"
"E8",18,"B_H2O2","HRP",0.0522,"DMP"
"E9",18,"A","HRP",0.047,"DMP"
"E10",18,"B","HRP",0.0466,"DMP"
"F7",18,"A_H2O2","HRP",0.0528,"DMP"
"F8",18,"B_H2O2","HRP",0.0522,"DMP"
"F9",18,"A","HRP",0.0471,"DMP"
"F10",18,"B","HRP",0.0464,"DMP"
"G7",18,"A_H2O2","HRP",0.054,"DMP"
"G8",18,"B_H2O2","HRP",0.0524,"DMP"
"G9",18,"A","HRP",0.0476,"DMP"
"G10",18,"B","HRP",0.0466,"DMP"
"H7",18,"A_H2O2","HRP",0.0555,"DMP"
"H8",18,"B_H2O2","HRP",0.0535,"DMP"
"H9",18,"A","HRP",0.0471,"DMP"
"H10",18,"B","HRP",0.0477,"DMP"
"A7",18.5,"A_H2O2","MnP",0.3261,"DMP"
"A8",18.5,"B_H2O2","MnP",0.0449,"DMP"
"A9",18.5,"A","MnP",0.0464,"DMP"
"A10",18.5,"B","MnP",0.046,"DMP"
"B7",18.5,"A_H2O2","MnP",0.3138,"DMP"
"B8",18.5,"B_H2O2","MnP",0.0453,"DMP"
"B9",18.5,"A","MnP",0.0479,"DMP"
"B10",18.5,"B","MnP",0.045,"DMP"
"C7",18.5,"A_H2O2","MnP",0.3107,"DMP"
"C8",18.5,"B_H2O2","MnP",0.0447,"DMP"
"C9",18.5,"A","MnP",0.0481,"DMP"
"C10",18.5,"B","MnP",0.046,"DMP"
"D7",18.5,"A_H2O2","MnP",0.3809,"DMP"
"D8",18.5,"B_H2O2","MnP",0.0447,"DMP"
"D9",18.5,"A","MnP",0.0479,"DMP"
"D10",18.5,"B","MnP",0.0448,"DMP"
"E7",18.5,"A_H2O2","HRP",0.0533,"DMP"
"E8",18.5,"B_H2O2","HRP",0.0525,"DMP"
"E9",18.5,"A","HRP",0.047,"DMP"
"E10",18.5,"B","HRP",0.0465,"DMP"
"F7",18.5,"A_H2O2","HRP",0.053,"DMP"
"F8",18.5,"B_H2O2","HRP",0.0522,"DMP"
"F9",18.5,"A","HRP",0.0472,"DMP"
"F10",18.5,"B","HRP",0.0463,"DMP"
"G7",18.5,"A_H2O2","HRP",0.0541,"DMP"
"G8",18.5,"B_H2O2","HRP",0.0525,"DMP"
"G9",18.5,"A","HRP",0.0475,"DMP"
"G10",18.5,"B","HRP",0.0466,"DMP"
"H7",18.5,"A_H2O2","HRP",0.0556,"DMP"
"H8",18.5,"B_H2O2","HRP",0.0534,"DMP"
"H9",18.5,"A","HRP",0.0471,"DMP"
"H10",18.5,"B","HRP",0.0478,"DMP"
"A7",19,"A_H2O2","MnP",0.3306,"DMP"
"A8",19,"B_H2O2","MnP",0.0448,"DMP"
"A9",19,"A","MnP",0.0464,"DMP"
"A10",19,"B","MnP",0.0459,"DMP"
"B7",19,"A_H2O2","MnP",0.3179,"DMP"
"B8",19,"B_H2O2","MnP",0.0455,"DMP"
"B9",19,"A","MnP",0.0478,"DMP"
"B10",19,"B","MnP",0.0449,"DMP"
"C7",19,"A_H2O2","MnP",0.314,"DMP"
"C8",19,"B_H2O2","MnP",0.0448,"DMP"
"C9",19,"A","MnP",0.0482,"DMP"
"C10",19,"B","MnP",0.0462,"DMP"
"D7",19,"A_H2O2","MnP",0.3867,"DMP"
"D8",19,"B_H2O2","MnP",0.0448,"DMP"
"D9",19,"A","MnP",0.048,"DMP"
"D10",19,"B","MnP",0.0448,"DMP"
"E7",19,"A_H2O2","HRP",0.0535,"DMP"
"E8",19,"B_H2O2","HRP",0.0525,"DMP"
"E9",19,"A","HRP",0.0469,"DMP"
"E10",19,"B","HRP",0.0463,"DMP"
"F7",19,"A_H2O2","HRP",0.0531,"DMP"
"F8",19,"B_H2O2","HRP",0.0526,"DMP"
"F9",19,"A","HRP",0.0471,"DMP"
"F10",19,"B","HRP",0.0464,"DMP"
"G7",19,"A_H2O2","HRP",0.0543,"DMP"
"G8",19,"B_H2O2","HRP",0.0526,"DMP"
"G9",19,"A","HRP",0.0475,"DMP"
"G10",19,"B","HRP",0.0466,"DMP"
"H7",19,"A_H2O2","HRP",0.0558,"DMP"
"H8",19,"B_H2O2","HRP",0.0537,"DMP"
"H9",19,"A","HRP",0.0472,"DMP"
"H10",19,"B","HRP",0.0478,"DMP"
"A7",19.5,"A_H2O2","MnP",0.3339,"DMP"
"A8",19.5,"B_H2O2","MnP",0.0448,"DMP"
"A9",19.5,"A","MnP",0.0464,"DMP"
"A10",19.5,"B","MnP",0.0458,"DMP"
"B7",19.5,"A_H2O2","MnP",0.3213,"DMP"
"B8",19.5,"B_H2O2","MnP",0.0452,"DMP"
"B9",19.5,"A","MnP",0.0475,"DMP"
"B10",19.5,"B","MnP",0.0448,"DMP"
"C7",19.5,"A_H2O2","MnP",0.3178,"DMP"
"C8",19.5,"B_H2O2","MnP",0.0448,"DMP"
"C9",19.5,"A","MnP",0.0483,"DMP"
"C10",19.5,"B","MnP",0.046,"DMP"
"D7",19.5,"A_H2O2","MnP",0.392,"DMP"
"D8",19.5,"B_H2O2","MnP",0.0446,"DMP"
"D9",19.5,"A","MnP",0.0478,"DMP"
"D10",19.5,"B","MnP",0.0447,"DMP"
"E7",19.5,"A_H2O2","HRP",0.0536,"DMP"
"E8",19.5,"B_H2O2","HRP",0.0527,"DMP"
"E9",19.5,"A","HRP",0.0469,"DMP"
"E10",19.5,"B","HRP",0.0464,"DMP"
"F7",19.5,"A_H2O2","HRP",0.0532,"DMP"
"F8",19.5,"B_H2O2","HRP",0.0526,"DMP"
"F9",19.5,"A","HRP",0.047,"DMP"
"F10",19.5,"B","HRP",0.0463,"DMP"
"G7",19.5,"A_H2O2","HRP",0.0543,"DMP"
"G8",19.5,"B_H2O2","HRP",0.0527,"DMP"
"G9",19.5,"A","HRP",0.0474,"DMP"
"G10",19.5,"B","HRP",0.0465,"DMP"
"H7",19.5,"A_H2O2","HRP",0.0559,"DMP"
"H8",19.5,"B_H2O2","HRP",0.0538,"DMP"
"H9",19.5,"A","HRP",0.0472,"DMP"
"H10",19.5,"B","HRP",0.0477,"DMP"
"A7",20,"A_H2O2","MnP",0.3382,"DMP"
"A8",20,"B_H2O2","MnP",0.0449,"DMP"
"A9",20,"A","MnP",0.0465,"DMP"
"A10",20,"B","MnP",0.046,"DMP"
"B7",20,"A_H2O2","MnP",0.3268,"DMP"
"B8",20,"B_H2O2","MnP",0.0454,"DMP"
"B9",20,"A","MnP",0.0477,"DMP"
"B10",20,"B","MnP",0.045,"DMP"
"C7",20,"A_H2O2","MnP",0.3226,"DMP"
"C8",20,"B_H2O2","MnP",0.0448,"DMP"
"C9",20,"A","MnP",0.0482,"DMP"
"C10",20,"B","MnP",0.0462,"DMP"
"D7",20,"A_H2O2","MnP",0.3983,"DMP"
"D8",20,"B_H2O2","MnP",0.0448,"DMP"
"D9",20,"A","MnP",0.0478,"DMP"
"D10",20,"B","MnP",0.0448,"DMP"
"E7",20,"A_H2O2","HRP",0.0539,"DMP"
"E8",20,"B_H2O2","HRP",0.053,"DMP"
"E9",20,"A","HRP",0.0471,"DMP"
"E10",20,"B","HRP",0.0467,"DMP"
"F7",20,"A_H2O2","HRP",0.0536,"DMP"
"F8",20,"B_H2O2","HRP",0.0528,"DMP"
"F9",20,"A","HRP",0.0471,"DMP"
"F10",20,"B","HRP",0.0465,"DMP"
"G7",20,"A_H2O2","HRP",0.0546,"DMP"
"G8",20,"B_H2O2","HRP",0.053,"DMP"
"G9",20,"A","HRP",0.0475,"DMP"
"G10",20,"B","HRP",0.0466,"DMP"
"H7",20,"A_H2O2","HRP",0.0561,"DMP"
"H8",20,"B_H2O2","HRP",0.054,"DMP"
"H9",20,"A","HRP",0.0474,"DMP"
"H10",20,"B","HRP",0.0478,"DMP"
"A7",20.5,"A_H2O2","MnP",0.343,"DMP"
"A8",20.5,"B_H2O2","MnP",0.0449,"DMP"
"A9",20.5,"A","MnP",0.0464,"DMP"
"A10",20.5,"B","MnP",0.046,"DMP"
"B7",20.5,"A_H2O2","MnP",0.3297,"DMP"
"B8",20.5,"B_H2O2","MnP",0.0455,"DMP"
"B9",20.5,"A","MnP",0.0478,"DMP"
"B10",20.5,"B","MnP",0.045,"DMP"
"C7",20.5,"A_H2O2","MnP",0.326,"DMP"
"C8",20.5,"B_H2O2","MnP",0.0448,"DMP"
"C9",20.5,"A","MnP",0.0482,"DMP"
"C10",20.5,"B","MnP",0.0462,"DMP"
"D7",20.5,"A_H2O2","MnP",0.4045,"DMP"
"D8",20.5,"B_H2O2","MnP",0.0447,"DMP"
"D9",20.5,"A","MnP",0.048,"DMP"
"D10",20.5,"B","MnP",0.0449,"DMP"
"E7",20.5,"A_H2O2","HRP",0.0542,"DMP"
"E8",20.5,"B_H2O2","HRP",0.053,"DMP"
"E9",20.5,"A","HRP",0.0472,"DMP"
"E10",20.5,"B","HRP",0.0468,"DMP"
"F7",20.5,"A_H2O2","HRP",0.0536,"DMP"
"F8",20.5,"B_H2O2","HRP",0.053,"DMP"
"F9",20.5,"A","HRP",0.0472,"DMP"
"F10",20.5,"B","HRP",0.0465,"DMP"
"G7",20.5,"A_H2O2","HRP",0.0549,"DMP"
"G8",20.5,"B_H2O2","HRP",0.0531,"DMP"
"G9",20.5,"A","HRP",0.0476,"DMP"
"G10",20.5,"B","HRP",0.0467,"DMP"
"H7",20.5,"A_H2O2","HRP",0.0565,"DMP"
"H8",20.5,"B_H2O2","HRP",0.0542,"DMP"
"H9",20.5,"A","HRP",0.0475,"DMP"
"H10",20.5,"B","HRP",0.0479,"DMP"
"A7",21,"A_H2O2","MnP",0.3462,"DMP"
"A8",21,"B_H2O2","MnP",0.0449,"DMP"
"A9",21,"A","MnP",0.0464,"DMP"
"A10",21,"B","MnP",0.046,"DMP"
"B7",21,"A_H2O2","MnP",0.3331,"DMP"
"B8",21,"B_H2O2","MnP",0.0455,"DMP"
"B9",21,"A","MnP",0.048,"DMP"
"B10",21,"B","MnP",0.045,"DMP"
"C7",21,"A_H2O2","MnP",0.3291,"DMP"
"C8",21,"B_H2O2","MnP",0.0449,"DMP"
"C9",21,"A","MnP",0.0482,"DMP"
"C10",21,"B","MnP",0.0463,"DMP"
"D7",21,"A_H2O2","MnP",0.4091,"DMP"
"D8",21,"B_H2O2","MnP",0.0449,"DMP"
"D9",21,"A","MnP",0.0481,"DMP"
"D10",21,"B","MnP",0.045,"DMP"
"E7",21,"A_H2O2","HRP",0.0542,"DMP"
"E8",21,"B_H2O2","HRP",0.0531,"DMP"
"E9",21,"A","HRP",0.0472,"DMP"
"E10",21,"B","HRP",0.0466,"DMP"
"F7",21,"A_H2O2","HRP",0.0539,"DMP"
"F8",21,"B_H2O2","HRP",0.0531,"DMP"
"F9",21,"A","HRP",0.0474,"DMP"
"F10",21,"B","HRP",0.0465,"DMP"
"G7",21,"A_H2O2","HRP",0.055,"DMP"
"G8",21,"B_H2O2","HRP",0.0533,"DMP"
"G9",21,"A","HRP",0.0478,"DMP"
"G10",21,"B","HRP",0.0468,"DMP"
"H7",21,"A_H2O2","HRP",0.0566,"DMP"
"H8",21,"B_H2O2","HRP",0.0542,"DMP"
"H9",21,"A","HRP",0.0475,"DMP"
"H10",21,"B","HRP",0.0479,"DMP"
"A7",21.5,"A_H2O2","MnP",0.35,"DMP"
"A8",21.5,"B_H2O2","MnP",0.0448,"DMP"
"A9",21.5,"A","MnP",0.0465,"DMP"
"A10",21.5,"B","MnP",0.0459,"DMP"
"B7",21.5,"A_H2O2","MnP",0.338,"DMP"
"B8",21.5,"B_H2O2","MnP",0.0455,"DMP"
"B9",21.5,"A","MnP",0.048,"DMP"
"B10",21.5,"B","MnP",0.0449,"DMP"
"C7",21.5,"A_H2O2","MnP",0.3326,"DMP"
"C8",21.5,"B_H2O2","MnP",0.0448,"DMP"
"C9",21.5,"A","MnP",0.0482,"DMP"
"C10",21.5,"B","MnP",0.0463,"DMP"
"D7",21.5,"A_H2O2","MnP",0.4139,"DMP"
"D8",21.5,"B_H2O2","MnP",0.0448,"DMP"
"D9",21.5,"A","MnP",0.048,"DMP"
"D10",21.5,"B","MnP",0.0448,"DMP"
"E7",21.5,"A_H2O2","HRP",0.0543,"DMP"
"E8",21.5,"B_H2O2","HRP",0.0532,"DMP"
"E9",21.5,"A","HRP",0.047,"DMP"
"E10",21.5,"B","HRP",0.0466,"DMP"
"F7",21.5,"A_H2O2","HRP",0.0541,"DMP"
"F8",21.5,"B_H2O2","HRP",0.0532,"DMP"
"F9",21.5,"A","HRP",0.0473,"DMP"
"F10",21.5,"B","HRP",0.0466,"DMP"
"G7",21.5,"A_H2O2","HRP",0.0552,"DMP"
"G8",21.5,"B_H2O2","HRP",0.0534,"DMP"
"G9",21.5,"A","HRP",0.0477,"DMP"
"G10",21.5,"B","HRP",0.0468,"DMP"
"H7",21.5,"A_H2O2","HRP",0.0567,"DMP"
"H8",21.5,"B_H2O2","HRP",0.0544,"DMP"
"H9",21.5,"A","HRP",0.0474,"DMP"
"H10",21.5,"B","HRP",0.0479,"DMP"
"A7",22,"A_H2O2","MnP",0.3544,"DMP"
"A8",22,"B_H2O2","MnP",0.045,"DMP"
"A9",22,"A","MnP",0.0466,"DMP"
"A10",22,"B","MnP",0.0459,"DMP"
"B7",22,"A_H2O2","MnP",0.3404,"DMP"
"B8",22,"B_H2O2","MnP",0.0454,"DMP"
"B9",22,"A","MnP",0.0479,"DMP"
"B10",22,"B","MnP",0.0449,"DMP"
"C7",22,"A_H2O2","MnP",0.3362,"DMP"
"C8",22,"B_H2O2","MnP",0.0449,"DMP"
"C9",22,"A","MnP",0.0482,"DMP"
"C10",22,"B","MnP",0.0461,"DMP"
"D7",22,"A_H2O2","MnP",0.4185,"DMP"
"D8",22,"B_H2O2","MnP",0.0448,"DMP"
"D9",22,"A","MnP",0.048,"DMP"
"D10",22,"B","MnP",0.0449,"DMP"
"E7",22,"A_H2O2","HRP",0.0546,"DMP"
"E8",22,"B_H2O2","HRP",0.0533,"DMP"
"E9",22,"A","HRP",0.0472,"DMP"
"E10",22,"B","HRP",0.0468,"DMP"
"F7",22,"A_H2O2","HRP",0.0541,"DMP"
"F8",22,"B_H2O2","HRP",0.0534,"DMP"
"F9",22,"A","HRP",0.0473,"DMP"
"F10",22,"B","HRP",0.0466,"DMP"
"G7",22,"A_H2O2","HRP",0.0553,"DMP"
"G8",22,"B_H2O2","HRP",0.0534,"DMP"
"G9",22,"A","HRP",0.0478,"DMP"
"G10",22,"B","HRP",0.0468,"DMP"
"H7",22,"A_H2O2","HRP",0.0568,"DMP"
"H8",22,"B_H2O2","HRP",0.0547,"DMP"
"H9",22,"A","HRP",0.0475,"DMP"
"H10",22,"B","HRP",0.0479,"DMP"
"A7",22.5,"A_H2O2","MnP",0.3571,"DMP"
"A8",22.5,"B_H2O2","MnP",0.0449,"DMP"
"A9",22.5,"A","MnP",0.0466,"DMP"
"A10",22.5,"B","MnP",0.046,"DMP"
"B7",22.5,"A_H2O2","MnP",0.3451,"DMP"
"B8",22.5,"B_H2O2","MnP",0.0454,"DMP"
"B9",22.5,"A","MnP",0.0479,"DMP"
"B10",22.5,"B","MnP",0.0449,"DMP"
"C7",22.5,"A_H2O2","MnP",0.3393,"DMP"
"C8",22.5,"B_H2O2","MnP",0.0449,"DMP"
"C9",22.5,"A","MnP",0.0482,"DMP"
"C10",22.5,"B","MnP",0.0462,"DMP"
"D7",22.5,"A_H2O2","MnP",0.4237,"DMP"
"D8",22.5,"B_H2O2","MnP",0.0448,"DMP"
"D9",22.5,"A","MnP",0.048,"DMP"
"D10",22.5,"B","MnP",0.0448,"DMP"
"E7",22.5,"A_H2O2","HRP",0.0547,"DMP"
"E8",22.5,"B_H2O2","HRP",0.0536,"DMP"
"E9",22.5,"A","HRP",0.0471,"DMP"
"E10",22.5,"B","HRP",0.0467,"DMP"
"F7",22.5,"A_H2O2","HRP",0.0543,"DMP"
"F8",22.5,"B_H2O2","HRP",0.0535,"DMP"
"F9",22.5,"A","HRP",0.0474,"DMP"
"F10",22.5,"B","HRP",0.0467,"DMP"
"G7",22.5,"A_H2O2","HRP",0.0555,"DMP"
"G8",22.5,"B_H2O2","HRP",0.0536,"DMP"
"G9",22.5,"A","HRP",0.0478,"DMP"
"G10",22.5,"B","HRP",0.0469,"DMP"
"H7",22.5,"A_H2O2","HRP",0.0571,"DMP"
"H8",22.5,"B_H2O2","HRP",0.0548,"DMP"
"H9",22.5,"A","HRP",0.0475,"DMP"
"H10",22.5,"B","HRP",0.048,"DMP"
"A7",23,"A_H2O2","MnP",0.3602,"DMP"
"A8",23,"B_H2O2","MnP",0.0448,"DMP"
"A9",23,"A","MnP",0.0465,"DMP"
"A10",23,"B","MnP",0.0461,"DMP"
"B7",23,"A_H2O2","MnP",0.3469,"DMP"
"B8",23,"B_H2O2","MnP",0.0454,"DMP"
"B9",23,"A","MnP",0.048,"DMP"
"B10",23,"B","MnP",0.045,"DMP"
"C7",23,"A_H2O2","MnP",0.3418,"DMP"
"C8",23,"B_H2O2","MnP",0.0447,"DMP"
"C9",23,"A","MnP",0.0483,"DMP"
"C10",23,"B","MnP",0.0464,"DMP"
"D7",23,"A_H2O2","MnP",0.4286,"DMP"
"D8",23,"B_H2O2","MnP",0.0448,"DMP"
"D9",23,"A","MnP",0.048,"DMP"
"D10",23,"B","MnP",0.0448,"DMP"
"E7",23,"A_H2O2","HRP",0.0548,"DMP"
"E8",23,"B_H2O2","HRP",0.0535,"DMP"
"E9",23,"A","HRP",0.0471,"DMP"
"E10",23,"B","HRP",0.0467,"DMP"
"F7",23,"A_H2O2","HRP",0.0545,"DMP"
"F8",23,"B_H2O2","HRP",0.0536,"DMP"
"F9",23,"A","HRP",0.0473,"DMP"
"F10",23,"B","HRP",0.0466,"DMP"
"G7",23,"A_H2O2","HRP",0.0556,"DMP"
"G8",23,"B_H2O2","HRP",0.0537,"DMP"
"G9",23,"A","HRP",0.0478,"DMP"
"G10",23,"B","HRP",0.0469,"DMP"
"H7",23,"A_H2O2","HRP",0.0572,"DMP"
"H8",23,"B_H2O2","HRP",0.0548,"DMP"
"H9",23,"A","HRP",0.0475,"DMP"
"H10",23,"B","HRP",0.048,"DMP"
"A7",23.5,"A_H2O2","MnP",0.3638,"DMP"
"A8",23.5,"B_H2O2","MnP",0.0449,"DMP"
"A9",23.5,"A","MnP",0.0465,"DMP"
"A10",23.5,"B","MnP",0.0459,"DMP"
"B7",23.5,"A_H2O2","MnP",0.3499,"DMP"
"B8",23.5,"B_H2O2","MnP",0.0456,"DMP"
"B9",23.5,"A","MnP",0.0479,"DMP"
"B10",23.5,"B","MnP",0.045,"DMP"
"C7",23.5,"A_H2O2","MnP",0.345,"DMP"
"C8",23.5,"B_H2O2","MnP",0.0449,"DMP"
"C9",23.5,"A","MnP",0.0483,"DMP"
"C10",23.5,"B","MnP",0.0464,"DMP"
"D7",23.5,"A_H2O2","MnP",0.4342,"DMP"
"D8",23.5,"B_H2O2","MnP",0.0448,"DMP"
"D9",23.5,"A","MnP",0.0481,"DMP"
"D10",23.5,"B","MnP",0.0449,"DMP"
"E7",23.5,"A_H2O2","HRP",0.055,"DMP"
"E8",23.5,"B_H2O2","HRP",0.0536,"DMP"
"E9",23.5,"A","HRP",0.0471,"DMP"
"E10",23.5,"B","HRP",0.0468,"DMP"
"F7",23.5,"A_H2O2","HRP",0.0546,"DMP"
"F8",23.5,"B_H2O2","HRP",0.0538,"DMP"
"F9",23.5,"A","HRP",0.0474,"DMP"
"F10",23.5,"B","HRP",0.0467,"DMP"
"G7",23.5,"A_H2O2","HRP",0.0558,"DMP"
"G8",23.5,"B_H2O2","HRP",0.0538,"DMP"
"G9",23.5,"A","HRP",0.0479,"DMP"
"G10",23.5,"B","HRP",0.0468,"DMP"
"H7",23.5,"A_H2O2","HRP",0.0575,"DMP"
"H8",23.5,"B_H2O2","HRP",0.055,"DMP"
"H9",23.5,"A","HRP",0.0475,"DMP"
"H10",23.5,"B","HRP",0.0479,"DMP"
"A7",24,"A_H2O2","MnP",0.3668,"DMP"
"A8",24,"B_H2O2","MnP",0.0448,"DMP"
"A9",24,"A","MnP",0.0466,"DMP"
"A10",24,"B","MnP",0.0459,"DMP"
"B7",24,"A_H2O2","MnP",0.3529,"DMP"
"B8",24,"B_H2O2","MnP",0.0454,"DMP"
"B9",24,"A","MnP",0.048,"DMP"
"B10",24,"B","MnP",0.045,"DMP"
"C7",24,"A_H2O2","MnP",0.3475,"DMP"
"C8",24,"B_H2O2","MnP",0.0449,"DMP"
"C9",24,"A","MnP",0.0485,"DMP"
"C10",24,"B","MnP",0.0463,"DMP"
"D7",24,"A_H2O2","MnP",0.4367,"DMP"
"D8",24,"B_H2O2","MnP",0.0448,"DMP"
"D9",24,"A","MnP",0.0481,"DMP"
"D10",24,"B","MnP",0.0448,"DMP"
"E7",24,"A_H2O2","HRP",0.0552,"DMP"
"E8",24,"B_H2O2","HRP",0.0538,"DMP"
"E9",24,"A","HRP",0.0472,"DMP"
"E10",24,"B","HRP",0.0467,"DMP"
"F7",24,"A_H2O2","HRP",0.0547,"DMP"
"F8",24,"B_H2O2","HRP",0.0539,"DMP"
"F9",24,"A","HRP",0.0475,"DMP"
"F10",24,"B","HRP",0.0466,"DMP"
"G7",24,"A_H2O2","HRP",0.056,"DMP"
"G8",24,"B_H2O2","HRP",0.0539,"DMP"
"G9",24,"A","HRP",0.048,"DMP"
"G10",24,"B","HRP",0.0469,"DMP"
"H7",24,"A_H2O2","HRP",0.0575,"DMP"
"H8",24,"B_H2O2","HRP",0.0551,"DMP"
"H9",24,"A","HRP",0.0475,"DMP"
"H10",24,"B","HRP",0.048,"DMP"
"A7",24.5,"A_H2O2","MnP",0.3691,"DMP"
"A8",24.5,"B_H2O2","MnP",0.0448,"DMP"
"A9",24.5,"A","MnP",0.0465,"DMP"
"A10",24.5,"B","MnP",0.0459,"DMP"
"B7",24.5,"A_H2O2","MnP",0.3553,"DMP"
"B8",24.5,"B_H2O2","MnP",0.0454,"DMP"
"B9",24.5,"A","MnP",0.0479,"DMP"
"B10",24.5,"B","MnP",0.045,"DMP"
"C7",24.5,"A_H2O2","MnP",0.3498,"DMP"
"C8",24.5,"B_H2O2","MnP",0.045,"DMP"
"C9",24.5,"A","MnP",0.0483,"DMP"
"C10",24.5,"B","MnP",0.0462,"DMP"
"D7",24.5,"A_H2O2","MnP",0.4416,"DMP"
"D8",24.5,"B_H2O2","MnP",0.0448,"DMP"
"D9",24.5,"A","MnP",0.0481,"DMP"
"D10",24.5,"B","MnP",0.0449,"DMP"
"E7",24.5,"A_H2O2","HRP",0.0553,"DMP"
"E8",24.5,"B_H2O2","HRP",0.054,"DMP"
"E9",24.5,"A","HRP",0.0474,"DMP"
"E10",24.5,"B","HRP",0.0469,"DMP"
"F7",24.5,"A_H2O2","HRP",0.0549,"DMP"
"F8",24.5,"B_H2O2","HRP",0.0539,"DMP"
"F9",24.5,"A","HRP",0.0474,"DMP"
"F10",24.5,"B","HRP",0.0467,"DMP"
