"well_ID","time_min","treatment","enzyme","absorbance","substrate"
"H8",8.5,"B_H2O2","HRP",0.05,"DMP"
"H9",8.5,"A","HRP",0.0465,"DMP"
"H10",8.5,"B","HRP",0.0472,"DMP"
"A7",9,"A_H2O2","MnP",0.216,"DMP"
"A8",9,"B_H2O2","MnP",0.0445,"DMP"
"A9",9,"A","MnP",0.0459,"DMP"
"A10",9,"B","MnP",0.0457,"DMP"
"B7",9,"A_H2O2","MnP",0.2094,"DMP"
"B8",9,"B_H2O2","MnP",0.0452,"DMP"
"B9",9,"A","MnP",0.0473,"DMP"
"B10",9,"B","MnP",0.0448,"DMP"
"C7",9,"A_H2O2","MnP",0.2118,"DMP"
"C8",9,"B_H2O2","MnP",0.0447,"DMP"
"C9",9,"A","MnP",0.0477,"DMP"
"C10",9,"B","MnP",0.046,"DMP"
"D7",9,"A_H2O2","MnP",0.2446,"DMP"
"D8",9,"B_H2O2","MnP",0.0447,"DMP"
"D9",9,"A","MnP",0.0474,"DMP"
"D10",9,"B","MnP",0.0447,"DMP"
"E7",9,"A_H2O2","HRP",0.0494,"DMP"
"E8",9,"B_H2O2","HRP",0.0492,"DMP"
"E9",9,"A","HRP",0.0462,"DMP"
"E10",9,"B","HRP",0.0461,"DMP"
"F7",9,"A_H2O2","HRP",0.0495,"DMP"
"F8",9,"B_H2O2","HRP",0.0492,"DMP"
"F9",9,"A","HRP",0.0463,"DMP"
"F10",9,"B","HRP",0.0459,"DMP"
"G7",9,"A_H2O2","HRP",0.0506,"DMP"
"G8",9,"B_H2O2","HRP",0.0494,"DMP"
"G9",9,"A","HRP",0.0468,"DMP"
"G10",9,"B","HRP",0.0463,"DMP"
"H7",9,"A_H2O2","HRP",0.0519,"DMP"
"H8",9,"B_H2O2","HRP",0.0501,"DMP"
"H9",9,"A","HRP",0.0466,"DMP"
"H10",9,"B","HRP",0.0473,"DMP"
"A7",9.5,"A_H2O2","MnP",0.2225,"DMP"
"A8",9.5,"B_H2O2","MnP",0.0446,"DMP"
"A9",9.5,"A","MnP",0.0459,"DMP"
"A10",9.5,"B","MnP",0.0458,"DMP"
"B7",9.5,"A_H2O2","MnP",0.2158,"DMP"
"B8",9.5,"B_H2O2","MnP",0.0451,"DMP"
"B9",9.5,"A","MnP",0.0473,"DMP"
"B10",9.5,"B","MnP",0.0449,"DMP"
"C7",9.5,"A_H2O2","MnP",0.2185,"DMP"
"C8",9.5,"B_H2O2","MnP",0.0448,"DMP"
"C9",9.5,"A","MnP",0.048,"DMP"
"C10",9.5,"B","MnP",0.046,"DMP"
"D7",9.5,"A_H2O2","MnP",0.2523,"DMP"
"D8",9.5,"B_H2O2","MnP",0.0446,"DMP"
"D9",9.5,"A","MnP",0.0474,"DMP"
"D10",9.5,"B","MnP",0.0447,"DMP"
"E7",9.5,"A_H2O2","HRP",0.0498,"DMP"
"E8",9.5,"B_H2O2","HRP",0.0495,"DMP"
"E9",9.5,"A","HRP",0.0462,"DMP"
"E10",9.5,"B","HRP",0.046,"DMP"
"F7",9.5,"A_H2O2","HRP",0.0498,"DMP"
"F8",9.5,"B_H2O2","HRP",0.0493,"DMP"
"F9",9.5,"A","HRP",0.0463,"DMP"
"F10",9.5,"B","HRP",0.0459,"DMP"
"G7",9.5,"A_H2O2","HRP",0.0508,"DMP"
"G8",9.5,"B_H2O2","HRP",0.0497,"DMP"
"G9",9.5,"A","HRP",0.0468,"DMP"
"G10",9.5,"B","HRP",0.0462,"DMP"
"H7",9.5,"A_H2O2","HRP",0.0521,"DMP"
"H8",9.5,"B_H2O2","HRP",0.0503,"DMP"
"H9",9.5,"A","HRP",0.0465,"DMP"
"H10",9.5,"B","HRP",0.0472,"DMP"
"A7",10,"A_H2O2","MnP",0.23,"DMP"
"A8",10,"B_H2O2","MnP",0.0446,"DMP"
"A9",10,"A","MnP",0.046,"DMP"
"A10",10,"B","MnP",0.0459,"DMP"
"B7",10,"A_H2O2","MnP",0.2229,"DMP"
"B8",10,"B_H2O2","MnP",0.0453,"DMP"
"B9",10,"A","MnP",0.0474,"DMP"
"B10",10,"B","MnP",0.0449,"DMP"
"C7",10,"A_H2O2","MnP",0.2248,"DMP"
"C8",10,"B_H2O2","MnP",0.0446,"DMP"
"C9",10,"A","MnP",0.0478,"DMP"
"C10",10,"B","MnP",0.0461,"DMP"
"D7",10,"A_H2O2","MnP",0.2604,"DMP"
"D8",10,"B_H2O2","MnP",0.0447,"DMP"
"D9",10,"A","MnP",0.0475,"DMP"
"D10",10,"B","MnP",0.0447,"DMP"
"E7",10,"A_H2O2","HRP",0.05,"DMP"
"E8",10,"B_H2O2","HRP",0.0495,"DMP"
"E9",10,"A","HRP",0.0462,"DMP"
"E10",10,"B","HRP",0.0459,"DMP"
"F7",10,"A_H2O2","HRP",0.05,"DMP"
"F8",10,"B_H2O2","HRP",0.0495,"DMP"
"F9",10,"A","HRP",0.0465,"DMP"
"F10",10,"B","HRP",0.0461,"DMP"
"G7",10,"A_H2O2","HRP",0.051,"DMP"
"G8",10,"B_H2O2","HRP",0.0498,"DMP"
"G9",10,"A","HRP",0.0469,"DMP"
"G10",10,"B","HRP",0.0462,"DMP"
"H7",10,"A_H2O2","HRP",0.0524,"DMP"
"H8",10,"B_H2O2","HRP",0.0506,"DMP"
"H9",10,"A","HRP",0.0466,"DMP"
"H10",10,"B","HRP",0.0473,"DMP"
"A7",10.5,"A_H2O2","MnP",0.2364,"DMP"
"A8",10.5,"B_H2O2","MnP",0.0447,"DMP"
"A9",10.5,"A","MnP",0.0461,"DMP"
"A10",10.5,"B","MnP",0.0458,"DMP"
"B7",10.5,"A_H2O2","MnP",0.2285,"DMP"
"B8",10.5,"B_H2O2","MnP",0.0451,"DMP"
"B9",10.5,"A","MnP",0.0473,"DMP"
"B10",10.5,"B","MnP",0.0449,"DMP"
"C7",10.5,"A_H2O2","MnP",0.2311,"DMP"
"C8",10.5,"B_H2O2","MnP",0.0448,"DMP"
"C9",10.5,"A","MnP",0.048,"DMP"
"C10",10.5,"B","MnP",0.0462,"DMP"
"D7",10.5,"A_H2O2","MnP",0.2677,"DMP"
"D8",10.5,"B_H2O2","MnP",0.0446,"DMP"
"D9",10.5,"A","MnP",0.0475,"DMP"
"D10",10.5,"B","MnP",0.0447,"DMP"
"E7",10.5,"A_H2O2","HRP",0.0501,"DMP"
"E8",10.5,"B_H2O2","HRP",0.0499,"DMP"
"E9",10.5,"A","HRP",0.0464,"DMP"
"E10",10.5,"B","HRP",0.0463,"DMP"
"F7",10.5,"A_H2O2","HRP",0.0503,"DMP"
"F8",10.5,"B_H2O2","HRP",0.0498,"DMP"
"F9",10.5,"A","HRP",0.0464,"DMP"
"F10",10.5,"B","HRP",0.0461,"DMP"
"G7",10.5,"A_H2O2","HRP",0.0513,"DMP"
"G8",10.5,"B_H2O2","HRP",0.0499,"DMP"
"G9",10.5,"A","HRP",0.0469,"DMP"
"G10",10.5,"B","HRP",0.0461,"DMP"
"H7",10.5,"A_H2O2","HRP",0.0526,"DMP"
"H8",10.5,"B_H2O2","HRP",0.0508,"DMP"
"H9",10.5,"A","HRP",0.0467,"DMP"
"H10",10.5,"B","HRP",0.0474,"DMP"
"A7",11,"A_H2O2","MnP",0.2431,"DMP"
"A8",11,"B_H2O2","MnP",0.0448,"DMP"
"A9",11,"A","MnP",0.0461,"DMP"
"A10",11,"B","MnP",0.0458,"DMP"
"B7",11,"A_H2O2","MnP",0.2348,"DMP"
"B8",11,"B_H2O2","MnP",0.0452,"DMP"
"B9",11,"A","MnP",0.0473,"DMP"
"B10",11,"B","MnP",0.0449,"DMP"
"C7",11,"A_H2O2","MnP",0.2366,"DMP"
"C8",11,"B_H2O2","MnP",0.0448,"DMP"
"C9",11,"A","MnP",0.048,"DMP"
"C10",11,"B","MnP",0.046,"DMP"
"D7",11,"A_H2O2","MnP",0.2757,"DMP"
"D8",11,"B_H2O2","MnP",0.0446,"DMP"
"D9",11,"A","MnP",0.0474,"DMP"
"D10",11,"B","MnP",0.0447,"DMP"
"E7",11,"A_H2O2","HRP",0.0505,"DMP"
"E8",11,"B_H2O2","HRP",0.0501,"DMP"
"E9",11,"A","HRP",0.0463,"DMP"
"E10",11,"B","HRP",0.0463,"DMP"
"F7",11,"A_H2O2","HRP",0.0504,"DMP"
"F8",11,"B_H2O2","HRP",0.0501,"DMP"
"F9",11,"A","HRP",0.0464,"DMP"
"F10",11,"B","HRP",0.046,"DMP"
"G7",11,"A_H2O2","HRP",0.0515,"DMP"
"G8",11,"B_H2O2","HRP",0.05,"DMP"
"G9",11,"A","HRP",0.0469,"DMP"
"G10",11,"B","HRP",0.0462,"DMP"
"H7",11,"A_H2O2","HRP",0.0528,"DMP"
"H8",11,"B_H2O2","HRP",0.0509,"DMP"
"H9",11,"A","HRP",0.0466,"DMP"
"H10",11,"B","HRP",0.0474,"DMP"
"A7",11.5,"A_H2O2","MnP",0.2496,"DMP"
"A8",11.5,"B_H2O2","MnP",0.0447,"DMP"
"A9",11.5,"A","MnP",0.0461,"DMP"
"A10",11.5,"B","MnP",0.0459,"DMP"
"B7",11.5,"A_H2O2","MnP",0.2409,"DMP"
"B8",11.5,"B_H2O2","MnP",0.0454,"DMP"
"B9",11.5,"A","MnP",0.0475,"DMP"
"B10",11.5,"B","MnP",0.0449,"DMP"
"C7",11.5,"A_H2O2","MnP",0.2426,"DMP"
"C8",11.5,"B_H2O2","MnP",0.0447,"DMP"
"C9",11.5,"A","MnP",0.0479,"DMP"
"C10",11.5,"B","MnP",0.0462,"DMP"
"D7",11.5,"A_H2O2","MnP",0.2833,"DMP"
"D8",11.5,"B_H2O2","MnP",0.0447,"DMP"
"D9",11.5,"A","MnP",0.0476,"DMP"
"D10",11.5,"B","MnP",0.0447,"DMP"
"E7",11.5,"A_H2O2","HRP",0.0508,"DMP"
"E8",11.5,"B_H2O2","HRP",0.0501,"DMP"
"E9",11.5,"A","HRP",0.0463,"DMP"
"E10",11.5,"B","HRP",0.0462,"DMP"
"F7",11.5,"A_H2O2","HRP",0.0505,"DMP"
"F8",11.5,"B_H2O2","HRP",0.0501,"DMP"
"F9",11.5,"A","HRP",0.0466,"DMP"
"F10",11.5,"B","HRP",0.046,"DMP"
"G7",11.5,"A_H2O2","HRP",0.0517,"DMP"
"G8",11.5,"B_H2O2","HRP",0.0503,"DMP"
"G9",11.5,"A","HRP",0.0471,"DMP"
"G10",11.5,"B","HRP",0.0464,"DMP"
"H7",11.5,"A_H2O2","HRP",0.053,"DMP"
"H8",11.5,"B_H2O2","HRP",0.0512,"DMP"
"H9",11.5,"A","HRP",0.0467,"DMP"
"H10",11.5,"B","HRP",0.0474,"DMP"
"A7",12,"A_H2O2","MnP",0.2557,"DMP"
"A8",12,"B_H2O2","MnP",0.0448,"DMP"
"A9",12,"A","MnP",0.0462,"DMP"
"A10",12,"B","MnP",0.0458,"DMP"
"B7",12,"A_H2O2","MnP",0.2469,"DMP"
"B8",12,"B_H2O2","MnP",0.0452,"DMP"
"B9",12,"A","MnP",0.0474,"DMP"
"B10",12,"B","MnP",0.0448,"DMP"
"C7",12,"A_H2O2","MnP",0.2484,"DMP"
"C8",12,"B_H2O2","MnP",0.0447,"DMP"
"C9",12,"A","MnP",0.048,"DMP"
"C10",12,"B","MnP",0.046,"DMP"
"D7",12,"A_H2O2","MnP",0.2914,"DMP"
"D8",12,"B_H2O2","MnP",0.0446,"DMP"
"D9",12,"A","MnP",0.0475,"DMP"
"D10",12,"B","MnP",0.0448,"DMP"
"E7",12,"A_H2O2","HRP",0.0509,"DMP"
"E8",12,"B_H2O2","HRP",0.0503,"DMP"
"E9",12,"A","HRP",0.0465,"DMP"
"E10",12,"B","HRP",0.0462,"DMP"
"F7",12,"A_H2O2","HRP",0.0508,"DMP"
"F8",12,"B_H2O2","HRP",0.0503,"DMP"
"F9",12,"A","HRP",0.0466,"DMP"
"F10",12,"B","HRP",0.0462,"DMP"
"G7",12,"A_H2O2","HRP",0.0518,"DMP"
"G8",12,"B_H2O2","HRP",0.0505,"DMP"
"G9",12,"A","HRP",0.0471,"DMP"
"G10",12,"B","HRP",0.0464,"DMP"
"H7",12,"A_H2O2","HRP",0.0532,"DMP"
"H8",12,"B_H2O2","HRP",0.0512,"DMP"
"H9",12,"A","HRP",0.0467,"DMP"
"H10",12,"B","HRP",0.0474,"DMP"
"A7",12.5,"A_H2O2","MnP",0.2618,"DMP"
"A8",12.5,"B_H2O2","MnP",0.0447,"DMP"
"A9",12.5,"A","MnP",0.0461,"DMP"
"A10",12.5,"B","MnP",0.0458,"DMP"
"B7",12.5,"A_H2O2","MnP",0.2532,"DMP"
"B8",12.5,"B_H2O2","MnP",0.0452,"DMP"
"B9",12.5,"A","MnP",0.0474,"DMP"
"B10",12.5,"B","MnP",0.0448,"DMP"
"C7",12.5,"A_H2O2","MnP",0.2536,"DMP"
"C8",12.5,"B_H2O2","MnP",0.0448,"DMP"
"C9",12.5,"A","MnP",0.0478,"DMP"
"C10",12.5,"B","MnP",0.0463,"DMP"
"D7",12.5,"A_H2O2","MnP",0.2989,"DMP"
"D8",12.5,"B_H2O2","MnP",0.0446,"DMP"
"D9",12.5,"A","MnP",0.0475,"DMP"
"D10",12.5,"B","MnP",0.0448,"DMP"
"E7",12.5,"A_H2O2","HRP",0.0511,"DMP"
"E8",12.5,"B_H2O2","HRP",0.0505,"DMP"
"E9",12.5,"A","HRP",0.0464,"DMP"
"E10",12.5,"B","HRP",0.0462,"DMP"
"F7",12.5,"A_H2O2","HRP",0.051,"DMP"
"F8",12.5,"B_H2O2","HRP",0.0504,"DMP"
"F9",12.5,"A","HRP",0.0466,"DMP"
"F10",12.5,"B","HRP",0.0461,"DMP"
"G7",12.5,"A_H2O2","HRP",0.0522,"DMP"
"G8",12.5,"B_H2O2","HRP",0.0505,"DMP"
"G9",12.5,"A","HRP",0.0471,"DMP"
"G10",12.5,"B","HRP",0.0463,"DMP"
"H7",12.5,"A_H2O2","HRP",0.0533,"DMP"
"H8",12.5,"B_H2O2","HRP",0.0514,"DMP"
"H9",12.5,"A","HRP",0.0469,"DMP"
"H10",12.5,"B","HRP",0.0474,"DMP"
"A7",13,"A_H2O2","MnP",0.2677,"DMP"
"A8",13,"B_H2O2","MnP",0.0448,"DMP"
"A9",13,"A","MnP",0.0462,"DMP"
"A10",13,"B","MnP",0.046,"DMP"
"B7",13,"A_H2O2","MnP",0.2585,"DMP"
"B8",13,"B_H2O2","MnP",0.0452,"DMP"
"B9",13,"A","MnP",0.0475,"DMP"
"B10",13,"B","MnP",0.0449,"DMP"
"C7",13,"A_H2O2","MnP",0.2594,"DMP"
"C8",13,"B_H2O2","MnP",0.0449,"DMP"
"C9",13,"A","MnP",0.0482,"DMP"
"C10",13,"B","MnP",0.0462,"DMP"
"D7",13,"A_H2O2","MnP",0.3063,"DMP"
"D8",13,"B_H2O2","MnP",0.0445,"DMP"
"D9",13,"A","MnP",0.0475,"DMP"
"D10",13,"B","MnP",0.0447,"DMP"
"E7",13,"A_H2O2","HRP",0.0513,"DMP"
"E8",13,"B_H2O2","HRP",0.0509,"DMP"
"E9",13,"A","HRP",0.0466,"DMP"
"E10",13,"B","HRP",0.0464,"DMP"
"F7",13,"A_H2O2","HRP",0.0512,"DMP"
"F8",13,"B_H2O2","HRP",0.0506,"DMP"
"F9",13,"A","HRP",0.0467,"DMP"
"F10",13,"B","HRP",0.0462,"DMP"
"G7",13,"A_H2O2","HRP",0.0522,"DMP"
"G8",13,"B_H2O2","HRP",0.0508,"DMP"
"G9",13,"A","HRP",0.0471,"DMP"
"G10",13,"B","HRP",0.0463,"DMP"
"H7",13,"A_H2O2","HRP",0.0536,"DMP"
"H8",13,"B_H2O2","HRP",0.0515,"DMP"
"H9",13,"A","HRP",0.0471,"DMP"
"H10",13,"B","HRP",0.0475,"DMP"
"A7",13.5,"A_H2O2","MnP",0.2741,"DMP"
"A8",13.5,"B_H2O2","MnP",0.0448,"DMP"
"A9",13.5,"A","MnP",0.0463,"DMP"
"A10",13.5,"B","MnP",0.0459,"DMP"
"B7",13.5,"A_H2O2","MnP",0.2643,"DMP"
"B8",13.5,"B_H2O2","MnP",0.0453,"DMP"
"B9",13.5,"A","MnP",0.0475,"DMP"
"B10",13.5,"B","MnP",0.0448,"DMP"
"C7",13.5,"A_H2O2","MnP",0.2645,"DMP"
"C8",13.5,"B_H2O2","MnP",0.0448,"DMP"
"C9",13.5,"A","MnP",0.0482,"DMP"
"C10",13.5,"B","MnP",0.0461,"DMP"
"D7",13.5,"A_H2O2","MnP",0.3143,"DMP"
"D8",13.5,"B_H2O2","MnP",0.0447,"DMP"
"D9",13.5,"A","MnP",0.0476,"DMP"
"D10",13.5,"B","MnP",0.0448,"DMP"
"E7",13.5,"A_H2O2","HRP",0.0514,"DMP"
"E8",13.5,"B_H2O2","HRP",0.0509,"DMP"
"E9",13.5,"A","HRP",0.0466,"DMP"
"E10",13.5,"B","HRP",0.0464,"DMP"
"F7",13.5,"A_H2O2","HRP",0.0513,"DMP"
"F8",13.5,"B_H2O2","HRP",0.0508,"DMP"
"F9",13.5,"A","HRP",0.0467,"DMP"
"F10",13.5,"B","HRP",0.0461,"DMP"
"G7",13.5,"A_H2O2","HRP",0.0524,"DMP"
"G8",13.5,"B_H2O2","HRP",0.0509,"DMP"
"G9",13.5,"A","HRP",0.0472,"DMP"
"G10",13.5,"B","HRP",0.0464,"DMP"
"H7",13.5,"A_H2O2","HRP",0.0539,"DMP"
"H8",13.5,"B_H2O2","HRP",0.0519,"DMP"
"H9",13.5,"A","HRP",0.047,"DMP"
"H10",13.5,"B","HRP",0.0476,"DMP"
"A7",14,"A_H2O2","MnP",0.279,"DMP"
"A8",14,"B_H2O2","MnP",0.0446,"DMP"
"A9",14,"A","MnP",0.0462,"DMP"
"A10",14,"B","MnP",0.0459,"DMP"
"B7",14,"A_H2O2","MnP",0.2696,"DMP"
"B8",14,"B_H2O2","MnP",0.0453,"DMP"
"B9",14,"A","MnP",0.0477,"DMP"
"B10",14,"B","MnP",0.045,"DMP"
"C7",14,"A_H2O2","MnP",0.2698,"DMP"
"C8",14,"B_H2O2","MnP",0.0446,"DMP"
"C9",14,"A","MnP",0.048,"DMP"
"C10",14,"B","MnP",0.0462,"DMP"
"D7",14,"A_H2O2","MnP",0.3209,"DMP"
"D8",14,"B_H2O2","MnP",0.0447,"DMP"
"D9",14,"A","MnP",0.0477,"DMP"
"D10",14,"B","MnP",0.0448,"DMP"
"E7",14,"A_H2O2","HRP",0.0516,"DMP"
"E8",14,"B_H2O2","HRP",0.0509,"DMP"
"E9",14,"A","HRP",0.0465,"DMP"
"E10",14,"B","HRP",0.0462,"DMP"
"F7",14,"A_H2O2","HRP",0.0514,"DMP"
"F8",14,"B_H2O2","HRP",0.051,"DMP"
"F9",14,"A","HRP",0.0468,"DMP"
"F10",14,"B","HRP",0.0462,"DMP"
"G7",14,"A_H2O2","HRP",0.0526,"DMP"
"G8",14,"B_H2O2","HRP",0.051,"DMP"
"G9",14,"A","HRP",0.0472,"DMP"
"G10",14,"B","HRP",0.0465,"DMP"
"H7",14,"A_H2O2","HRP",0.054,"DMP"
"H8",14,"B_H2O2","HRP",0.0519,"DMP"
"H9",14,"A","HRP",0.047,"DMP"
"H10",14,"B","HRP",0.0476,"DMP"
"A7",14.5,"A_H2O2","MnP",0.2854,"DMP"
"A8",14.5,"B_H2O2","MnP",0.0448,"DMP"
"A9",14.5,"A","MnP",0.0462,"DMP"
"A10",14.5,"B","MnP",0.0459,"DMP"
"B7",14.5,"A_H2O2","MnP",0.2755,"DMP"
"B8",14.5,"B_H2O2","MnP",0.0452,"DMP"
"B9",14.5,"A","MnP",0.0475,"DMP"
"B10",14.5,"B","MnP",0.0449,"DMP"
"C7",14.5,"A_H2O2","MnP",0.2751,"DMP"
"C8",14.5,"B_H2O2","MnP",0.0447,"DMP"
"C9",14.5,"A","MnP",0.048,"DMP"
"C10",14.5,"B","MnP",0.0463,"DMP"
"D7",14.5,"A_H2O2","MnP",0.329,"DMP"
"D8",14.5,"B_H2O2","MnP",0.0446,"DMP"
"D9",14.5,"A","MnP",0.0477,"DMP"
"D10",14.5,"B","MnP",0.0447,"DMP"
"E7",14.5,"A_H2O2","HRP",0.0518,"DMP"
"E8",14.5,"B_H2O2","HRP",0.0512,"DMP"
"E9",14.5,"A","HRP",0.0467,"DMP"
"E10",14.5,"B","HRP",0.0463,"DMP"
"F7",14.5,"A_H2O2","HRP",0.0516,"DMP"
"F8",14.5,"B_H2O2","HRP",0.0511,"DMP"
"F9",14.5,"A","HRP",0.0467,"DMP"
"F10",14.5,"B","HRP",0.0463,"DMP"
"G7",14.5,"A_H2O2","HRP",0.0529,"DMP"
"G8",14.5,"B_H2O2","HRP",0.0513,"DMP"
"G9",14.5,"A","HRP",0.0473,"DMP"
"G10",14.5,"B","HRP",0.0464,"DMP"
"H7",14.5,"A_H2O2","HRP",0.0543,"DMP"
"H8",14.5,"B_H2O2","HRP",0.0521,"DMP"
"H9",14.5,"A","HRP",0.0471,"DMP"
"H10",14.5,"B","HRP",0.0477,"DMP"
"A7",15,"A_H2O2","MnP",0.2906,"DMP"
"A8",15,"B_H2O2","MnP",0.0447,"DMP"
"A9",15,"A","MnP",0.0463,"DMP"
"A10",15,"B","MnP",0.046,"DMP"
"B7",15,"A_H2O2","MnP",0.28,"DMP"
"B8",15,"B_H2O2","MnP",0.0452,"DMP"
"B9",15,"A","MnP",0.0476,"DMP"
"B10",15,"B","MnP",0.045,"DMP"
"C7",15,"A_H2O2","MnP",0.2799,"DMP"
"C8",15,"B_H2O2","MnP",0.0447,"DMP"
"C9",15,"A","MnP",0.0482,"DMP"
"C10",15,"B","MnP",0.0462,"DMP"
"D7",15,"A_H2O2","MnP",0.3358,"DMP"
"D8",15,"B_H2O2","MnP",0.0446,"DMP"
"D9",15,"A","MnP",0.0476,"DMP"
"D10",15,"B","MnP",0.0447,"DMP"
"E7",15,"A_H2O2","HRP",0.0521,"DMP"
"E8",15,"B_H2O2","HRP",0.0513,"DMP"
"E9",15,"A","HRP",0.0466,"DMP"
"E10",15,"B","HRP",0.0467,"DMP"
"F7",15,"A_H2O2","HRP",0.0519,"DMP"
"F8",15,"B_H2O2","HRP",0.0512,"DMP"
"F9",15,"A","HRP",0.0469,"DMP"
"F10",15,"B","HRP",0.0462,"DMP"
"G7",15,"A_H2O2","HRP",0.0529,"DMP"
"G8",15,"B_H2O2","HRP",0.0514,"DMP"
"G9",15,"A","HRP",0.0474,"DMP"
"G10",15,"B","HRP",0.0465,"DMP"
"H7",15,"A_H2O2","HRP",0.0545,"DMP"
"H8",15,"B_H2O2","HRP",0.0523,"DMP"
"H9",15,"A","HRP",0.047,"DMP"
"H10",15,"B","HRP",0.0476,"DMP"
"A7",15.5,"A_H2O2","MnP",0.2961,"DMP"
"A8",15.5,"B_H2O2","MnP",0.0449,"DMP"
"A9",15.5,"A","MnP",0.0463,"DMP"
"A10",15.5,"B","MnP",0.046,"DMP"
"B7",15.5,"A_H2O2","MnP",0.2857,"DMP"
"B8",15.5,"B_H2O2","MnP",0.0452,"DMP"
"B9",15.5,"A","MnP",0.0477,"DMP"
"B10",15.5,"B","MnP",0.0449,"DMP"
"C7",15.5,"A_H2O2","MnP",0.285,"DMP"
"C8",15.5,"B_H2O2","MnP",0.0448,"DMP"
"C9",15.5,"A","MnP",0.0481,"DMP"
"C10",15.5,"B","MnP",0.0462,"DMP"
"D7",15.5,"A_H2O2","MnP",0.3423,"DMP"
"D8",15.5,"B_H2O2","MnP",0.0448,"DMP"
"D9",15.5,"A","MnP",0.0477,"DMP"
"D10",15.5,"B","MnP",0.0448,"DMP"
"E7",15.5,"A_H2O2","HRP",0.0522,"DMP"
"E8",15.5,"B_H2O2","HRP",0.0516,"DMP"
"E9",15.5,"A","HRP",0.0468,"DMP"
"E10",15.5,"B","HRP",0.0465,"DMP"
"F7",15.5,"A_H2O2","HRP",0.0521,"DMP"
"F8",15.5,"B_H2O2","HRP",0.0514,"DMP"
"F9",15.5,"A","HRP",0.047,"DMP"
"F10",15.5,"B","HRP",0.0463,"DMP"
"G7",15.5,"A_H2O2","HRP",0.0532,"DMP"
"G8",15.5,"B_H2O2","HRP",0.0516,"DMP"
"G9",15.5,"A","HRP",0.0474,"DMP"
"G10",15.5,"B","HRP",0.0465,"DMP"
"H7",15.5,"A_H2O2","HRP",0.0547,"DMP"
"H8",15.5,"B_H2O2","HRP",0.0525,"DMP"
"H9",15.5,"A","HRP",0.0471,"DMP"
"H10",15.5,"B","HRP",0.0478,"DMP"
"A7",16,"A_H2O2","MnP",0.3019,"DMP"
"A8",16,"B_H2O2","MnP",0.0449,"DMP"
"A9",16,"A","MnP",0.0464,"DMP"
"A10",16,"B","MnP",0.046,"DMP"
"B7",16,"A_H2O2","MnP",0.292,"DMP"
"B8",16,"B_H2O2","MnP",0.0453,"DMP"
"B9",16,"A","MnP",0.0477,"DMP"
"B10",16,"B","MnP",0.0449,"DMP"
"C7",16,"A_H2O2","MnP",0.2895,"DMP"
"C8",16,"B_H2O2","MnP",0.0448,"DMP"
"C9",16,"A","MnP",0.048,"DMP"
"C10",16,"B","MnP",0.0464,"DMP"
"D7",16,"A_H2O2","MnP",0.3495,"DMP"
"D8",16,"B_H2O2","MnP",0.0446,"DMP"
"D9",16,"A","MnP",0.0477,"DMP"
"D10",16,"B","MnP",0.0448,"DMP"
"E7",16,"A_H2O2","HRP",0.0524,"DMP"
"E8",16,"B_H2O2","HRP",0.0518,"DMP"
"E9",16,"A","HRP",0.0468,"DMP"
"E10",16,"B","HRP",0.0466,"DMP"
"F7",16,"A_H2O2","HRP",0.0522,"DMP"
"F8",16,"B_H2O2","HRP",0.0515,"DMP"
"F9",16,"A","HRP",0.047,"DMP"
"F10",16,"B","HRP",0.0463,"DMP"
"G7",16,"A_H2O2","HRP",0.0532,"DMP"
"G8",16,"B_H2O2","HRP",0.0517,"DMP"
"G9",16,"A","HRP",0.0474,"DMP"
"G10",16,"B","HRP",0.0466,"DMP"
"H7",16,"A_H2O2","HRP",0.0547,"DMP"
"H8",16,"B_H2O2","HRP",0.0527,"DMP"
"H9",16,"A","HRP",0.047,"DMP"
"H10",16,"B","HRP",0.0476,"DMP"
"A7",16.5,"A_H2O2","MnP",0.3069,"DMP"
"A8",16.5,"B_H2O2","MnP",0.0448,"DMP"
"A9",16.5,"A","MnP",0.0463,"DMP"
"A10",16.5,"B","MnP",0.0459,"DMP"
"B7",16.5,"A_H2O2","MnP",0.2959,"DMP"
"B8",16.5,"B_H2O2","MnP",0.0454,"DMP"
"B9",16.5,"A","MnP",0.0478,"DMP"
"B10",16.5,"B","MnP",0.0449,"DMP"
"C7",16.5,"A_H2O2","MnP",0.294,"DMP"
"C8",16.5,"B_H2O2","MnP",0.0448,"DMP"
"C9",16.5,"A","MnP",0.048,"DMP"
"C10",16.5,"B","MnP",0.0463,"DMP"
"D7",16.5,"A_H2O2","MnP",0.3562,"DMP"
"D8",16.5,"B_H2O2","MnP",0.0448,"DMP"
"D9",16.5,"A","MnP",0.0481,"DMP"
"D10",16.5,"B","MnP",0.0448,"DMP"
"E7",16.5,"A_H2O2","HRP",0.0527,"DMP"
"E8",16.5,"B_H2O2","HRP",0.0516,"DMP"
"E9",16.5,"A","HRP",0.0467,"DMP"
"E10",16.5,"B","HRP",0.0463,"DMP"
"F7",16.5,"A_H2O2","HRP",0.0522,"DMP"
"F8",16.5,"B_H2O2","HRP",0.0517,"DMP"
"F9",16.5,"A","HRP",0.047,"DMP"
"F10",16.5,"B","HRP",0.0462,"DMP"
"G7",16.5,"A_H2O2","HRP",0.0535,"DMP"
"G8",16.5,"B_H2O2","HRP",0.0519,"DMP"
