"well_ID","time_min","MnP_conc","H2O2_conc","absorbance"
"A1",0,"0.008",50,0.1357
"A2",0,"0.008",50,0.1857
"A3",0,"0.008",50,0.1372
"A4",0,"0.008",50,0.1696
"A5",0,"0.005",50,0.1092
"A6",0,"0.005",50,0.1485
"A7",0,"0.005",50,0.1141
"A8",0,"0.005",50,0.1013
"B1",0,"0.008",10,0.3983
"B2",0,"0.008",10,0.2524
"B3",0,"0.008",10,0.1993
"B4",0,"0.008",10,0.3314
"B5",0,"0.005",10,0.2591
"B6",0,"0.005",10,0.2573
"B7",0,"0.005",10,0.1994
"B8",0,"0.005",10,0.22
"C1",0,"0.008",5,0.2828
"C2",0,"0.008",5,0.3917
"C3",0,"0.008",5,0.3735
"C4",0,"0.008",5,0.6108
"C5",0,"0.005",5,0.334
"C6",0,"0.005",5,0.2236
"C7",0,"0.005",5,0.3256
"C8",0,"0.005",5,0.2418
"D1",0,"0.008",2.5,0.6371
"D2",0,"0.008",2.5,1.113
"D3",0,"0.008",2.5,0.5189
"D4",0,"0.008",2.5,0.7036
"D5",0,"0.005",2.5,0.3422
"D6",0,"0.005",2.5,0.4494
"D7",0,"0.005",2.5,0.3263
"D8",0,"0.005",2.5,0.49
"E1",0,"0.008",1.25,0.8684
"E2",0,"0.008",1.25,0.7165
"E3",0,"0.008",1.25,0.8102
"E4",0,"0.008",1.25,0.7081
"E5",0,"0.005",1.25,0.4119
"E6",0,"0.005",1.25,0.4766
"E7",0,"0.005",1.25,0.5136
"E8",0,"0.005",1.25,0.5962
"F2",0,"0.008",0.75,0.6092
"F3",0,"0.008",0.75,0.612
"F4",0,"0.008",0.75,0.6315
"F5",0,"0.005",0.75,0.4416
"F6",0,"0.005",0.75,0.3764
"F7",0,"0.005",0.75,0.4253
"F8",0,"0.005",0.75,0.4694
"G1",0,"0.008",0.375,0.3512
"G2",0,"0.008",0.375,0.3518
"G3",0,"0.008",0.375,0.3923
"G4",0,"0.008",0.375,0.3388
"G5",0,"0.005",0.375,0.2745
"G6",0,"0.005",0.375,0.2796
"G7",0,"0.005",0.375,0.2794
"G8",0,"0.005",0.375,0.2608
"H1",0,"0.008",0,0.0742
"H2",0,"0.008",0,0.0741
"H3",0,"0.008",0,0.0722
"H4",0,"0.008",0,0.0728
"H5",0,"0.005",0,0.0727
"H6",0,"0.005",0,0.0763
"H7",0,"0.005",0,0.0739
"H8",0,"0.005",0,0.074
"A1",0.5,"0.008",50,0.1618
"A2",0.5,"0.008",50,0.1772
"A3",0.5,"0.008",50,0.1761
"A4",0.5,"0.008",50,0.1666
"A5",0.5,"0.005",50,0.1507
"A6",0.5,"0.005",50,0.1439
"A7",0.5,"0.005",50,0.1303
"A8",0.5,"0.005",50,0.1444
"B1",0.5,"0.008",10,0.37
"B2",0.5,"0.008",10,0.2736
"B3",0.5,"0.008",10,0.3246
"B4",0.5,"0.008",10,0.393
"B5",0.5,"0.005",10,0.268
"B6",0.5,"0.005",10,0.2535
"B7",0.5,"0.005",10,0.2576
"B8",0.5,"0.005",10,0.3481
"C1",0.5,"0.008",5,0.3409
"C2",0.5,"0.008",5,0.4999
"C3",0.5,"0.008",5,0.4793
"C4",0.5,"0.008",5,0.6826
"C5",0.5,"0.005",5,0.3815
"C6",0.5,"0.005",5,0.3157
"C7",0.5,"0.005",5,0.4606
"C8",0.5,"0.005",5,0.3219
"D1",0.5,"0.008",2.5,0.6832
"D2",0.5,"0.008",2.5,1.1191
"D3",0.5,"0.008",2.5,0.6746
"D4",0.5,"0.008",2.5,0.8099
"D5",0.5,"0.005",2.5,0.3903
"D6",0.5,"0.005",2.5,0.5274
"D7",0.5,"0.005",2.5,0.369
"D8",0.5,"0.005",2.5,0.5577
"E1",0.5,"0.008",1.25,0.9362
"E2",0.5,"0.008",1.25,0.8306
"E3",0.5,"0.008",1.25,0.9353
"E4",0.5,"0.008",1.25,0.8318
"E5",0.5,"0.005",1.25,0.4943
"E6",0.5,"0.005",1.25,0.5338
"E7",0.5,"0.005",1.25,0.6002
"E8",0.5,"0.005",1.25,0.713
"F2",0.5,"0.008",0.75,0.6579
"F3",0.5,"0.008",0.75,0.656
"F4",0.5,"0.008",0.75,0.6607
"F5",0.5,"0.005",0.75,0.4969
"F6",0.5,"0.005",0.75,0.4411
"F7",0.5,"0.005",0.75,0.5091
"F8",0.5,"0.005",0.75,0.5228
"G1",0.5,"0.008",0.375,0.3744
"G2",0.5,"0.008",0.375,0.3809
"G3",0.5,"0.008",0.375,0.4259
"G4",0.5,"0.008",0.375,0.3672
"G5",0.5,"0.005",0.375,0.3124
"G6",0.5,"0.005",0.375,0.3167
"G7",0.5,"0.005",0.375,0.3257
"G8",0.5,"0.005",0.375,0.3077
"H1",0.5,"0.008",0,0.0755
"H2",0.5,"0.008",0,0.0752
"H3",0.5,"0.008",0,0.0731
"H4",0.5,"0.008",0,0.0747
"H5",0.5,"0.005",0,0.073
"H6",0.5,"0.005",0,0.0764
"H7",0.5,"0.005",0,0.0746
"H8",0.5,"0.005",0,0.0743
"A1",1,"0.008",50,0.1552
"A2",1,"0.008",50,0.1808
"A3",1,"0.008",50,0.1739
"A4",1,"0.008",50,0.1596
"A5",1,"0.005",50,0.1765
"A6",1,"0.005",50,0.1473
"A7",1,"0.005",50,0.1514
"A8",1,"0.005",50,0.1548
"B1",1,"0.008",10,0.3113
"B2",1,"0.008",10,0.3188
"B3",1,"0.008",10,0.3594
"B4",1,"0.008",10,0.3963
"B5",1,"0.005",10,0.2319
"B6",1,"0.005",10,0.2881
"B7",1,"0.005",10,0.2741
"B8",1,"0.005",10,0.3546
"C1",1,"0.008",5,0.4588
"C2",1,"0.008",5,0.5885
"C3",1,"0.008",5,0.581
"C4",1,"0.008",5,0.7733
"C5",1,"0.005",5,0.4029
"C6",1,"0.005",5,0.3594
"C7",1,"0.005",5,0.4352
"C8",1,"0.005",5,0.3717
"D1",1,"0.008",2.5,0.7728
"D2",1,"0.008",2.5,1.1464
"D3",1,"0.008",2.5,0.7867
"D4",1,"0.008",2.5,0.8452
"D5",1,"0.005",2.5,0.4755
"D6",1,"0.005",2.5,0.5709
"D7",1,"0.005",2.5,0.4311
"D8",1,"0.005",2.5,0.6365
"E1",1,"0.008",1.25,0.9939
"E2",1,"0.008",1.25,0.915
"E3",1,"0.008",1.25,1.0386
"E4",1,"0.008",1.25,0.9582
"E5",1,"0.005",1.25,0.5719
"E6",1,"0.005",1.25,0.6013
"E7",1,"0.005",1.25,0.6755
"E8",1,"0.005",1.25,0.8031
"F2",1,"0.008",0.75,0.7125
"F3",1,"0.008",0.75,0.6979
"F4",1,"0.008",0.75,0.6992
"F5",1,"0.005",0.75,0.5408
"F6",1,"0.005",0.75,0.5051
"F7",1,"0.005",0.75,0.5658
"F8",1,"0.005",0.75,0.5747
"G1",1,"0.008",0.375,0.4033
"G2",1,"0.008",0.375,0.4087
"G3",1,"0.008",0.375,0.4631
"G4",1,"0.008",0.375,0.3993
"G5",1,"0.005",0.375,0.3492
"G6",1,"0.005",0.375,0.3466
"G7",1,"0.005",0.375,0.358
"G8",1,"0.005",0.375,0.3397
"H1",1,"0.008",0,0.0755
"H2",1,"0.008",0,0.0759
"H3",1,"0.008",0,0.0738
"H4",1,"0.008",0,0.0751
"H5",1,"0.005",0,0.0739
"H6",1,"0.005",0,0.0777
"H7",1,"0.005",0,0.0763
"H8",1,"0.005",0,0.0782
"A1",1.5,"0.008",50,0.1593
"A2",1.5,"0.008",50,0.183
"A3",1.5,"0.008",50,0.1812
"A4",1.5,"0.008",50,0.1803
"A5",1.5,"0.005",50,0.1537
"A6",1.5,"0.005",50,0.1589
"A7",1.5,"0.005",50,0.1526
"A8",1.5,"0.005",50,0.1543
"B1",1.5,"0.008",10,0.4327
"B2",1.5,"0.008",10,0.3582
"B3",1.5,"0.008",10,0.3971
"B4",1.5,"0.008",10,0.4573
"B5",1.5,"0.005",10,0.2556
"B6",1.5,"0.005",10,0.2966
"B7",1.5,"0.005",10,0.2971
"B8",1.5,"0.005",10,0.3858
"C1",1.5,"0.008",5,0.5158
"C2",1.5,"0.008",5,0.7289
"C3",1.5,"0.008",5,0.6385
"C4",1.5,"0.008",5,0.7683
"C5",1.5,"0.005",5,0.4238
"C6",1.5,"0.005",5,0.3681
"C7",1.5,"0.005",5,0.4494
"C8",1.5,"0.005",5,0.4087
"D1",1.5,"0.008",2.5,0.904
"D2",1.5,"0.008",2.5,1.2581
"D3",1.5,"0.008",2.5,0.8769
"D4",1.5,"0.008",2.5,0.9248
"D5",1.5,"0.005",2.5,0.5253
"D6",1.5,"0.005",2.5,0.6432
"D7",1.5,"0.005",2.5,0.4793
"D8",1.5,"0.005",2.5,0.6855
"E1",1.5,"0.008",1.25,1.0501
"E2",1.5,"0.008",1.25,1.0256
"E3",1.5,"0.008",1.25,1.1182
"E4",1.5,"0.008",1.25,1.0542
"E5",1.5,"0.005",1.25,0.6424
"E6",1.5,"0.005",1.25,0.6623
"E7",1.5,"0.005",1.25,0.75
"E8",1.5,"0.005",1.25,0.8541
"F2",1.5,"0.008",0.75,0.7448
"F3",1.5,"0.008",0.75,0.741
"F4",1.5,"0.008",0.75,0.7343
"F5",1.5,"0.005",0.75,0.5847
"F6",1.5,"0.005",0.75,0.5561
"F7",1.5,"0.005",0.75,0.6044
"F8",1.5,"0.005",0.75,0.6306
"G1",1.5,"0.008",0.375,0.432
"G2",1.5,"0.008",0.375,0.4294
"G3",1.5,"0.008",0.375,0.4697
"G4",1.5,"0.008",0.375,0.4203
"G5",1.5,"0.005",0.375,0.3777
"G6",1.5,"0.005",0.375,0.374
"G7",1.5,"0.005",0.375,0.3796
"G8",1.5,"0.005",0.375,0.3679
"H1",1.5,"0.008",0,0.0759
"H2",1.5,"0.008",0,0.0762
"H3",1.5,"0.008",0,0.0738
"H4",1.5,"0.008",0,0.0757
"H5",1.5,"0.005",0,0.0742
"H6",1.5,"0.005",0,0.0772
"H7",1.5,"0.005",0,0.0771
"H8",1.5,"0.005",0,0.077
"A1",2,"0.008",50,0.1631
"A2",2,"0.008",50,0.1849
"A3",2,"0.008",50,0.1871
"A4",2,"0.008",50,0.19
"A5",2,"0.005",50,0.1636
"A6",2,"0.005",50,0.1584
"A7",2,"0.005",50,0.1587
"A8",2,"0.005",50,0.177
"B1",2,"0.008",10,0.3331
"B2",2,"0.008",10,0.4056
"B3",2,"0.008",10,0.4254
"B4",2,"0.008",10,0.4553
"B5",2,"0.005",10,0.2846
"B6",2,"0.005",10,0.3066
"B7",2,"0.005",10,0.3104
"B8",2,"0.005",10,0.4408
"C1",2,"0.008",5,0.5688
"C2",2,"0.008",5,0.8088
"C3",2,"0.008",5,0.6847
"C4",2,"0.008",5,0.8103
"C5",2,"0.005",5,0.4567
"C6",2,"0.005",5,0.3843
"C7",2,"0.005",5,0.4725
"C8",2,"0.005",5,0.4471
"D1",2,"0.008",2.5,1.0218
"D2",2,"0.008",2.5,1.3261
"D3",2,"0.008",2.5,0.9743
"D4",2,"0.008",2.5,1.0778
"D5",2,"0.005",2.5,0.5341
"D6",2,"0.005",2.5,0.7037
"D7",2,"0.005",2.5,0.4711
"D8",2,"0.005",2.5,0.7328
"E1",2,"0.008",1.25,1.1038
"E2",2,"0.008",1.25,1.098
"E3",2,"0.008",1.25,1.1786
"E4",2,"0.008",1.25,1.1314
"E5",2,"0.005",1.25,0.7083
"E6",2,"0.005",1.25,0.7276
"E7",2,"0.005",1.25,0.8206
"E8",2,"0.005",1.25,0.9155
"F2",2,"0.008",0.75,0.7667
"F3",2,"0.008",0.75,0.7768
"F4",2,"0.008",0.75,0.7612
"F5",2,"0.005",0.75,0.6134
"F6",2,"0.005",0.75,0.5986
"F7",2,"0.005",0.75,0.6302
"F8",2,"0.005",0.75,0.6856
"G1",2,"0.008",0.375,0.4486
"G2",2,"0.008",0.375,0.444
"G3",2,"0.008",0.375,0.4756
"G4",2,"0.008",0.375,0.436
"G5",2,"0.005",0.375,0.3965
"G6",2,"0.005",0.375,0.3959
"G7",2,"0.005",0.375,0.3977
"G8",2,"0.005",0.375,0.3911
"H1",2,"0.008",0,0.0756
"H2",2,"0.008",0,0.0764
"H3",2,"0.008",0,0.074
"H4",2,"0.008",0,0.0759
"H5",2,"0.005",0,0.0757
"H6",2,"0.005",0,0.0778
"H7",2,"0.005",0,0.0778
"H8",2,"0.005",0,0.078
"A1",2.5,"0.008",50,0.168
"A2",2.5,"0.008",50,0.1896
"A3",2.5,"0.008",50,0.1928
"A4",2.5,"0.008",50,0.1939
"A5",2.5,"0.005",50,0.1725
"A6",2.5,"0.005",50,0.1611
"A7",2.5,"0.005",50,0.1648
"A8",2.5,"0.005",50,0.1829
"B1",2.5,"0.008",10,0.3397
"B2",2.5,"0.008",10,0.4415
"B3",2.5,"0.008",10,0.4593
"B4",2.5,"0.008",10,0.5114
"B5",2.5,"0.005",10,0.3239
"B6",2.5,"0.005",10,0.3182
"B7",2.5,"0.005",10,0.3236
"B8",2.5,"0.005",10,0.4559
"C1",2.5,"0.008",5,0.6384
"C2",2.5,"0.008",5,0.8601
"C3",2.5,"0.008",5,0.7365
"C4",2.5,"0.008",5,0.8753
"C5",2.5,"0.005",5,0.4797
"C6",2.5,"0.005",5,0.4196
"C7",2.5,"0.005",5,0.5017
"C8",2.5,"0.005",5,0.4768
"D1",2.5,"0.008",2.5,1.1286
"D2",2.5,"0.008",2.5,1.4226
"D3",2.5,"0.008",2.5,1.064
"D4",2.5,"0.008",2.5,1.2228
"D5",2.5,"0.005",2.5,0.638
"D6",2.5,"0.005",2.5,0.8221
"D7",2.5,"0.005",2.5,0.5949
"D8",2.5,"0.005",2.5,0.7976
"E1",2.5,"0.008",1.25,1.1503
"E2",2.5,"0.008",1.25,1.1704
"E3",2.5,"0.008",1.25,1.2254
"E4",2.5,"0.008",1.25,1.1957
"E5",2.5,"0.005",1.25,0.7777
"E6",2.5,"0.005",1.25,0.7948
"E7",2.5,"0.005",1.25,0.8957
"E8",2.5,"0.005",1.25,0.9905
"F2",2.5,"0.008",0.75,0.7835
"F3",2.5,"0.008",0.75,0.8016
"F4",2.5,"0.008",0.75,0.7795
"F5",2.5,"0.005",0.75,0.6454
"F6",2.5,"0.005",0.75,0.6335
"F7",2.5,"0.005",0.75,0.6788
"F8",2.5,"0.005",0.75,0.7243
"G1",2.5,"0.008",0.375,0.4597
"G2",2.5,"0.008",0.375,0.4545
"G3",2.5,"0.008",0.375,0.4818
"G4",2.5,"0.008",0.375,0.4475
"G5",2.5,"0.005",0.375,0.4126
"G6",2.5,"0.005",0.375,0.416
"G7",2.5,"0.005",0.375,0.4129
"G8",2.5,"0.005",0.375,0.4126
"H1",2.5,"0.008",0,0.0764
"H2",2.5,"0.008",0,0.077
"H3",2.5,"0.008",0,0.0743
"H4",2.5,"0.008",0,0.0761
"H5",2.5,"0.005",0,0.0755
"H6",2.5,"0.005",0,0.0784
"H7",2.5,"0.005",0,0.077
"H8",2.5,"0.005",0,0.0789
"A1",3,"0.008",50,0.1712
"A2",3,"0.008",50,0.1921
"A3",3,"0.008",50,0.1962
"A4",3,"0.008",50,0.1959
"A5",3,"0.005",50,0.1876
"A6",3,"0.005",50,0.1613
"A7",3,"0.005",50,0.1697
"A8",3,"0.005",50,0.1855
"B1",3,"0.008",10,0.3489
"B2",3,"0.008",10,0.4561
"B3",3,"0.008",10,0.48
"B4",3,"0.008",10,0.5464
"B5",3,"0.005",10,0.3508
"B6",3,"0.005",10,0.3293
"B7",3,"0.005",10,0.3567
"B8",3,"0.005",10,0.462
"C1",3,"0.008",5,0.7122
"C2",3,"0.008",5,0.8987
"C3",3,"0.008",5,0.7773
"C4",3,"0.008",5,0.9346
"C5",3,"0.005",5,0.492
"C6",3,"0.005",5,0.4681
"C7",3,"0.005",5,0.5335
"C8",3,"0.005",5,0.503
"D1",3,"0.008",2.5,1.2263
"D2",3,"0.008",2.5,1.5159
"D3",3,"0.008",2.5,1.1584
"D4",3,"0.008",2.5,1.3266
"D5",3,"0.005",2.5,0.7357
"D6",3,"0.005",2.5,0.9181
"D7",3,"0.005",2.5,0.7103
"D8",3,"0.005",2.5,0.8665
"E1",3,"0.008",1.25,1.1874
"E2",3,"0.008",1.25,1.2289
"E3",3,"0.008",1.25,1.2561
"E4",3,"0.008",1.25,1.2386
"E5",3,"0.005",1.25,0.8439
"E6",3,"0.005",1.25,0.861
"E7",3,"0.005",1.25,0.9614
"E8",3,"0.005",1.25,1.0561
"F2",3,"0.008",0.75,0.7946
"F3",3,"0.008",0.75,0.8187
"F4",3,"0.008",0.75,0.7936
"F5",3,"0.005",0.75,0.676
"F6",3,"0.005",0.75,0.668
"F7",3,"0.005",0.75,0.7034
"F8",3,"0.005",0.75,0.7535
"G1",3,"0.008",0.375,0.4689
"G2",3,"0.008",0.375,0.4625
"G3",3,"0.008",0.375,0.488
"G4",3,"0.008",0.375,0.4554
"G5",3,"0.005",0.375,0.4277
"G6",3,"0.005",0.375,0.4325
"G7",3,"0.005",0.375,0.4232
"G8",3,"0.005",0.375,0.4319
"H1",3,"0.008",0,0.0763
"H2",3,"0.008",0,0.0773
"H3",3,"0.008",0,0.0753
"H4",3,"0.008",0,0.0766
"H5",3,"0.005",0,0.0759
"H6",3,"0.005",0,0.0785
"H7",3,"0.005",0,0.0775
"H8",3,"0.005",0,0.0785
"A1",3.5,"0.008",50,0.1735
"A2",3.5,"0.008",50,0.1945
"A3",3.5,"0.008",50,0.1992
"A4",3.5,"0.008",50,0.1984
"A5",3.5,"0.005",50,0.1941
"A6",3.5,"0.005",50,0.1611
"A7",3.5,"0.005",50,0.1717
"A8",3.5,"0.005",50,0.1877
"B1",3.5,"0.008",10,0.3708
"B2",3.5,"0.008",10,0.478
"B3",3.5,"0.008",10,0.4989
"B4",3.5,"0.008",10,0.5587
"B5",3.5,"0.005",10,0.3519
"B6",3.5,"0.005",10,0.3411
"B7",3.5,"0.005",10,0.3763
"B8",3.5,"0.005",10,0.4708
"C1",3.5,"0.008",5,0.7794
"C2",3.5,"0.008",5,0.9488
"C3",3.5,"0.008",5,0.8242
"C4",3.5,"0.008",5,0.9952
"C5",3.5,"0.005",5,0.5127
"C6",3.5,"0.005",5,0.512
"C7",3.5,"0.005",5,0.5598
"C8",3.5,"0.005",5,0.5254
"D1",3.5,"0.008",2.5,1.3254
"D2",3.5,"0.008",2.5,1.6051
"D3",3.5,"0.008",2.5,1.2503
"D4",3.5,"0.008",2.5,1.4423
"D5",3.5,"0.005",2.5,0.7837
"D6",3.5,"0.005",2.5,0.9853
"D7",3.5,"0.005",2.5,0.7822
"D8",3.5,"0.005",2.5,0.9434
"E1",3.5,"0.008",1.25,1.2203
"E2",3.5,"0.008",1.25,1.2712
"E3",3.5,"0.008",1.25,1.28
"E4",3.5,"0.008",1.25,1.2749
"E5",3.5,"0.005",1.25,0.904
"E6",3.5,"0.005",1.25,0.922
"E7",3.5,"0.005",1.25,1.0221
"E8",3.5,"0.005",1.25,1.1107
"F2",3.5,"0.008",0.75,0.8022
"F3",3.5,"0.008",0.75,0.8293
"F4",3.5,"0.008",0.75,0.8016
"F5",3.5,"0.005",0.75,0.7049
"F6",3.5,"0.005",0.75,0.696
"F7",3.5,"0.005",0.75,0.7276
"F8",3.5,"0.005",0.75,0.7744
"G1",3.5,"0.008",0.375,0.4773
"G2",3.5,"0.008",0.375,0.4688
"G3",3.5,"0.008",0.375,0.4916
"G4",3.5,"0.008",0.375,0.4606
"G5",3.5,"0.005",0.375,0.4367
"G6",3.5,"0.005",0.375,0.4472
"G7",3.5,"0.005",0.375,0.4327
"G8",3.5,"0.005",0.375,0.4384
"H1",3.5,"0.008",0,0.0765
"H2",3.5,"0.008",0,0.077
"H3",3.5,"0.008",0,0.0753
"H4",3.5,"0.008",0,0.0775
"H5",3.5,"0.005",0,0.0762
"H6",3.5,"0.005",0,0.0785
"H7",3.5,"0.005",0,0.0778
"H8",3.5,"0.005",0,0.0793
"A1",4,"0.008",50,0.176
"A2",4,"0.008",50,0.1974
"A3",4,"0.008",50,0.2019
"A4",4,"0.008",50,0.2
"A5",4,"0.005",50,0.1967
"A6",4,"0.005",50,0.1632
"A7",4,"0.005",50,0.1734
"A8",4,"0.005",50,0.1882
"B1",4,"0.008",10,0.368
"B2",4,"0.008",10,0.4956
"B3",4,"0.008",10,0.52
"B4",4,"0.008",10,0.5661
"B5",4,"0.005",10,0.3559
"B6",4,"0.005",10,0.3543
"B7",4,"0.005",10,0.3935
"B8",4,"0.005",10,0.4802
"C1",4,"0.008",5,0.8343
"C2",4,"0.008",5,0.9996
"C3",4,"0.008",5,0.8709
"C4",4,"0.008",5,1.0547
"C5",4,"0.005",5,0.5334
"C6",4,"0.005",5,0.5392
"C7",4,"0.005",5,0.5836
"C8",4,"0.005",5,0.5512
"D1",4,"0.008",2.5,1.404
"D2",4,"0.008",2.5,1.6826
"D3",4,"0.008",2.5,1.3273
"D4",4,"0.008",2.5,1.5367
"D5",4,"0.005",2.5,0.8267
"D6",4,"0.005",2.5,1.0444
"D7",4,"0.005",2.5,0.8267
"D8",4,"0.005",2.5,1.0137
"E1",4,"0.008",1.25,1.2464
"E2",4,"0.008",1.25,1.303
"E3",4,"0.008",1.25,1.2979
"E4",4,"0.008",1.25,1.3005
"E5",4,"0.005",1.25,0.9777
"E6",4,"0.005",1.25,0.9821
"E7",4,"0.005",1.25,1.0687
"E8",4,"0.005",1.25,1.156
"F2",4,"0.008",0.75,0.8075
"F3",4,"0.008",0.75,0.8359
"F4",4,"0.008",0.75,0.8084
"F5",4,"0.005",0.75,0.7324
"F6",4,"0.005",0.75,0.7201
"F7",4,"0.005",0.75,0.7465
"F8",4,"0.005",0.75,0.7905
"G1",4,"0.008",0.375,0.4829
"G2",4,"0.008",0.375,0.4724
"G3",4,"0.008",0.375,0.4905
"G4",4,"0.008",0.375,0.4647
"G5",4,"0.005",0.375,0.4459
"G6",4,"0.005",0.375,0.455
"G7",4,"0.005",0.375,0.4391
"G8",4,"0.005",0.375,0.4448
"H1",4,"0.008",0,0.0767
"H2",4,"0.008",0,0.0773
"H3",4,"0.008",0,0.0754
"H4",4,"0.008",0,0.0772
"H5",4,"0.005",0,0.0764
"H6",4,"0.005",0,0.0788
"H7",4,"0.005",0,0.0781
"H8",4,"0.005",0,0.0794
"A1",4.5,"0.008",50,0.178
"A2",4.5,"0.008",50,0.199
"A3",4.5,"0.008",50,0.2051
"A4",4.5,"0.008",50,0.202
"A5",4.5,"0.005",50,0.198
"A6",4.5,"0.005",50,0.1644
"A7",4.5,"0.005",50,0.177
"A8",4.5,"0.005",50,0.1896
"B1",4.5,"0.008",10,0.3782
"B2",4.5,"0.008",10,0.5158
"B3",4.5,"0.008",10,0.5387
"B4",4.5,"0.008",10,0.5706
"B5",4.5,"0.005",10,0.3588
"B6",4.5,"0.005",10,0.3651
"B7",4.5,"0.005",10,0.4042
"B8",4.5,"0.005",10,0.4874
"C1",4.5,"0.008",5,0.8843
"C2",4.5,"0.008",5,1.0484
"C3",4.5,"0.008",5,0.9197
"C4",4.5,"0.008",5,1.1215
"C5",4.5,"0.005",5,0.5538
"C6",4.5,"0.005",5,0.556
"C7",4.5,"0.005",5,0.6038
"C8",4.5,"0.005",5,0.5748
"D1",4.5,"0.008",2.5,1.4832
"D2",4.5,"0.008",2.5,1.7492
"D3",4.5,"0.008",2.5,1.408
"D4",4.5,"0.008",2.5,1.6243
"D5",4.5,"0.005",2.5,0.8666
"D6",4.5,"0.005",2.5,1.1014
"D7",4.5,"0.005",2.5,0.8619
"D8",4.5,"0.005",2.5,1.072
"E1",4.5,"0.008",1.25,1.2716
"E2",4.5,"0.008",1.25,1.327
"E3",4.5,"0.008",1.25,1.3135
"E4",4.5,"0.008",1.25,1.32
"E5",4.5,"0.005",1.25,1.0435
"E6",4.5,"0.005",1.25,1.0379
"E7",4.5,"0.005",1.25,1.1113
"E8",4.5,"0.005",1.25,1.198
"F2",4.5,"0.008",0.75,0.8105
"F3",4.5,"0.008",0.75,0.8396
"F4",4.5,"0.008",0.75,0.8135
"F5",4.5,"0.005",0.75,0.759
"F6",4.5,"0.005",0.75,0.7417
"F7",4.5,"0.005",0.75,0.7636
"F8",4.5,"0.005",0.75,0.8026
"G1",4.5,"0.008",0.375,0.4888
"G2",4.5,"0.008",0.375,0.4744
"G3",4.5,"0.008",0.375,0.4927
"G4",4.5,"0.008",0.375,0.4691
"G5",4.5,"0.005",0.375,0.4503
"G6",4.5,"0.005",0.375,0.4615
"G7",4.5,"0.005",0.375,0.448
"G8",4.5,"0.005",0.375,0.4521
"H1",4.5,"0.008",0,0.0768
"H2",4.5,"0.008",0,0.0777
"H3",4.5,"0.008",0,0.0758
"H4",4.5,"0.008",0,0.0783
"H5",4.5,"0.005",0,0.0772
"H6",4.5,"0.005",0,0.079
"H7",4.5,"0.005",0,0.0785
"H8",4.5,"0.005",0,0.08
"A1",5,"0.008",50,0.1797
"A2",5,"0.008",50,0.2005
"A3",5,"0.008",50,0.206
"A4",5,"0.008",50,0.2031
"A5",5,"0.005",50,0.2004
"A6",5,"0.005",50,0.1646
"A7",5,"0.005",50,0.1757
"A8",5,"0.005",50,0.1912
"B1",5,"0.008",10,0.451
"B2",5,"0.008",10,0.538
"B3",5,"0.008",10,0.5525
"B4",5,"0.008",10,0.5785
"B5",5,"0.005",10,0.3644
"B6",5,"0.005",10,0.3737
"B7",5,"0.005",10,0.4115
"B8",5,"0.005",10,0.4948
"C1",5,"0.008",5,0.9231
"C2",5,"0.008",5,1.097
"C3",5,"0.008",5,0.9611
"C4",5,"0.008",5,1.1747
"C5",5,"0.005",5,0.5721
"C6",5,"0.005",5,0.5702
"C7",5,"0.005",5,0.6219
"C8",5,"0.005",5,0.5894
"D1",5,"0.008",2.5,1.5368
"D2",5,"0.008",2.5,1.8021
"D3",5,"0.008",2.5,1.473
"D4",5,"0.008",2.5,1.6953
"D5",5,"0.005",2.5,0.903
"D6",5,"0.005",2.5,1.157
"D7",5,"0.005",2.5,0.8998
"D8",5,"0.005",2.5,1.1274
"E1",5,"0.008",1.25,1.2918
"E2",5,"0.008",1.25,1.3396
"E3",5,"0.008",1.25,1.3228
"E4",5,"0.008",1.25,1.3333
"E5",5,"0.005",1.25,1.0978
"E6",5,"0.005",1.25,1.0857
"E7",5,"0.005",1.25,1.1493
"E8",5,"0.005",1.25,1.2366
"F2",5,"0.008",0.75,0.8133
"F3",5,"0.008",0.75,0.8419
"F4",5,"0.008",0.75,0.8137
"F5",5,"0.005",0.75,0.7811
"F6",5,"0.005",0.75,0.7608
"F7",5,"0.005",0.75,0.7766
"F8",5,"0.005",0.75,0.8138
"G1",5,"0.008",0.375,0.4912
"G2",5,"0.008",0.375,0.4764
"G3",5,"0.008",0.375,0.4883
"G4",5,"0.008",0.375,0.4702
"G5",5,"0.005",0.375,0.4546
"G6",5,"0.005",0.375,0.4671
"G7",5,"0.005",0.375,0.4566
"G8",5,"0.005",0.375,0.4576
"H1",5,"0.008",0,0.0769
"H2",5,"0.008",0,0.0776
"H3",5,"0.008",0,0.0767
"H4",5,"0.008",0,0.0783
"H5",5,"0.005",0,0.0777
"H6",5,"0.005",0,0.0791
"H7",5,"0.005",0,0.0794
"H8",5,"0.005",0,0.0799
"A1",5.5,"0.008",50,0.1805
"A2",5.5,"0.008",50,0.2017
"A3",5.5,"0.008",50,0.2078
"A4",5.5,"0.008",50,0.2043
"A5",5.5,"0.005",50,0.2009
"A6",5.5,"0.005",50,0.1655
"A7",5.5,"0.005",50,0.1763
"A8",5.5,"0.005",50,0.192
"B1",5.5,"0.008",10,0.3991
"B2",5.5,"0.008",10,0.5533
"B3",5.5,"0.008",10,0.5666
"B4",5.5,"0.008",10,0.5888
"B5",5.5,"0.005",10,0.3718
